600 600
60000 60000 50000000
586 402 0 100
253 553 0 6
288 282 0 92
597 230 0 38
350 470 0 38
328 121 0 13
182 171 0 55
366 525 0 84
149 517 0 34
430 88 0 87
515 194 0 58
335 545 0 71
548 41 0 38
305 537 0 46
106 531 0 48
284 577 0 87
4 550 0 35
109 463 0 24
464 292 0 39
494 142 0 6
594 184 0 9
370 254 0 8
549 352 0 73
588 231 0 9
167 414 0 24
122 316 0 63
360 212 0 41
58 157 0 50
346 292 0 36
425 26 0 89
32 570 0 88
153 593 0 10
38 399 0 74
453 576 0 2
62 109 0 1
57 426 0 69
332 141 0 65
353 437 0 91
241 60 0 49
43 198 0 44
189 380 0 25
200 37 0 72
292 246 0 94
49 205 0 92
169 577 0 1
267 305 0 59
361 475 0 62
157 543 0 99
18 528 0 71
182 518 0 27
309 568 0 31
253 131 0 58
53 421 0 98
563 125 0 35
138 134 0 26
40 553 0 34
528 398 0 50
29 539 0 82
454 368 0 73
251 142 0 81
227 232 0 2
293 489 0 88
226 479 0 69
15 383 0 10
297 49 0 45
65 524 0 4
452 491 0 28
511 137 0 86
298 129 0 67
369 252 0 2
77 307 0 94
562 299 0 90
389 597 0 15
531 382 0 35
160 365 0 52
597 10 0 57
26 94 0 11
555 354 0 54
389 560 0 100
385 446 0 11
268 192 0 91
404 499 0 0
552 300 0 65
149 117 0 5
84 114 0 87
478 64 0 66
514 488 0 86
22 458 0 99
452 176 0 8
171 550 0 7
514 53 0 63
366 129 0 22
343 351 0 24
64 254 0 84
405 464 0 8
45 32 0 56
534 490 0 21
501 461 0 84
131 358 0 3
415 210 0 36
488 515 0 63
64 464 0 5
476 357 0 75
439 333 0 45
320 60 0 82
258 366 0 31
87 561 0 29
373 542 0 95
291 490 0 31
513 105 0 43
224 509 0 4
53 27 0 21
100 69 0 43
472 250 0 16
221 183 0 80
322 102 0 89
413 50 0 99
515 143 0 15
235 417 0 90
241 355 0 63
31 194 0 69
179 352 0 7
479 187 0 2
499 359 0 9
209 399 0 78
163 428 0 33
568 224 0 4
255 207 0 99
174 320 0 91
437 438 0 0
84 329 0 65
158 542 0 84
160 285 0 95
319 55 0 57
570 404 0 58
481 231 0 92
503 358 0 85
562 180 0 38
417 477 0 72
231 259 0 77
463 558 0 99
73 387 0 87
277 259 0 55
480 32 0 49
533 169 0 36
400 377 0 66
497 119 0 60
302 187 0 59
342 535 0 79
122 224 0 14
182 571 0 88
184 518 0 99
416 251 0 52
431 403 0 97
575 124 0 46
179 124 0 92
320 14 0 32
283 48 0 50
388 40 0 70
175 373 0 70
66 10 0 85
523 544 0 59
556 286 0 8
285 509 0 71
320 145 0 26
435 343 0 61
339 279 0 13
186 129 0 85
131 290 0 13
400 318 0 39
537 22 0 50
110 145 0 64
574 548 0 14
335 392 0 70
356 535 0 79
367 297 0 76
45 91 0 23
311 401 0 66
465 382 0 28
196 443 0 12
564 285 0 3
231 564 0 95
347 562 0 11
444 219 0 44
349 156 0 45
199 352 0 63
557 238 0 0
94 149 0 76
325 289 0 82
538 599 0 9
423 333 0 51
55 574 0 11
203 481 0 16
75 347 0 33
458 439 0 64
508 513 0 74
473 399 0 81
565 219 0 26
443 241 0 63
492 442 0 98
32 87 0 18
170 428 0 72
23 259 0 71
169 493 0 41
480 447 0 2
314 538 0 3
303 510 0 74
308 563 0 79
555 262 0 65
429 354 0 81
499 86 0 47
39 72 0 48
51 571 0 76
410 457 0 96
358 534 0 38
435 540 0 100
131 400 0 49
433 117 0 100
155 397 0 25
513 542 0 58
83 268 0 53
233 404 0 56
381 117 0 68
187 458 0 18
409 316 0 81
312 506 0 66
504 378 0 75
137 87 0 31
286 291 0 60
170 229 0 39
122 112 0 91
142 82 0 95
471 491 0 10
9 570 0 90
344 126 0 38
295 490 0 18
255 565 0 62
31 515 0 36
170 427 0 0
9 193 0 73
4 234 0 41
388 207 0 51
448 23 0 28
193 146 0 23
446 118 0 22
85 344 0 94
56 140 0 45
580 55 0 91
107 551 0 78
148 221 0 44
217 69 0 33
174 482 0 52
577 23 0 46
450 391 0 39
489 511 0 39
583 104 0 13
15 264 0 82
477 529 0 70
144 539 0 14
319 572 0 49
491 21 0 24
386 35 0 54
203 479 0 11
321 234 0 24
387 572 0 1
142 553 0 57
331 434 0 62
229 86 0 56
481 238 0 17
77 165 0 7
466 39 0 25
85 70 0 9
392 369 0 15
67 38 0 7
537 72 0 3
487 398 0 55
416 404 0 68
255 373 0 34
319 34 0 97
535 278 0 93
218 573 0 73
208 425 0 71
366 500 0 45
447 28 0 28
286 445 0 56
243 269 0 24
333 138 0 81
36 413 0 48
340 290 0 9
528 289 0 100
281 479 0 12
535 210 0 47
116 361 0 46
60 32 0 2
284 514 0 80
586 364 0 18
448 6 0 23
555 376 0 49
157 235 0 85
297 161 0 43
60 225 0 76
322 227 0 12
500 564 0 90
413 166 0 14
41 505 0 45
281 237 0 63
455 22 0 1
505 193 0 61
487 440 0 90
55 590 0 44
21 575 0 73
409 131 0 29
244 501 0 87
402 186 0 54
130 215 0 34
23 516 0 21
353 531 0 22
375 293 0 62
519 245 0 82
231 60 0 52
22 137 0 96
78 324 0 19
351 483 0 27
498 572 0 17
135 383 0 88
543 367 0 24
16 301 0 78
594 178 0 34
476 279 0 75
310 593 0 79
85 255 0 16
556 238 0 92
484 423 0 91
266 246 0 17
369 16 0 36
338 22 0 98
546 452 0 92
342 172 0 95
571 555 0 5
351 379 0 60
134 411 0 100
400 199 0 25
110 461 0 74
219 365 0 35
158 433 0 72
540 463 0 20
520 168 0 25
442 559 0 86
390 286 0 90
282 212 0 54
424 44 0 23
244 420 0 79
47 368 0 66
571 475 0 8
493 405 0 66
427 443 0 68
457 130 0 100
92 426 0 36
159 322 0 49
197 13 0 72
256 21 0 61
574 336 0 31
445 164 0 66
366 378 0 27
3 307 0 1
274 558 0 92
157 144 0 7
252 467 0 70
125 596 0 50
115 352 0 14
425 450 0 55
301 352 0 73
300 189 0 95
98 224 0 11
456 309 0 75
158 298 0 79
439 209 0 83
220 191 0 4
277 528 0 84
571 389 0 11
18 444 0 96
216 249 0 63
327 57 0 54
260 457 0 52
247 233 0 84
251 572 0 50
314 403 0 1
241 357 0 16
339 141 0 21
338 527 0 91
514 247 0 31
58 2 0 56
451 314 0 72
500 205 0 33
82 40 0 44
345 565 0 76
228 382 0 24
302 83 0 53
529 315 0 68
405 474 0 61
261 25 0 100
454 386 0 29
587 460 0 19
288 324 0 91
599 536 0 68
533 383 0 28
301 427 0 29
174 470 0 49
362 433 0 97
117 194 0 86
71 403 0 35
119 61 0 3
182 421 0 52
21 556 0 80
112 568 0 72
148 592 0 91
228 152 0 71
90 305 0 55
368 372 0 34
264 243 0 21
416 338 0 84
594 457 0 6
455 594 0 73
279 9 0 35
247 350 0 68
534 43 0 10
176 434 0 97
323 266 0 22
465 436 0 65
71 241 0 11
483 377 0 32
547 313 0 93
255 324 0 91
339 275 0 97
549 113 0 49
411 131 0 93
584 546 0 50
571 213 0 78
266 417 0 99
378 438 0 54
292 45 0 62
123 41 0 17
47 509 0 77
533 489 0 37
105 510 0 82
35 310 0 10
572 357 0 16
358 487 0 14
209 481 0 4
92 176 0 27
177 487 0 56
436 453 0 92
542 581 0 38
92 590 0 80
146 206 0 44
443 401 0 20
394 565 0 90
173 102 0 88
96 319 0 68
299 443 0 72
166 520 0 46
329 424 0 51
427 36 0 65
84 468 0 68
18 532 0 55
138 447 0 16
71 155 0 11
348 296 0 49
319 192 0 57
238 464 0 10
268 297 0 9
402 83 0 5
142 302 0 65
444 336 0 83
586 30 0 27
283 343 0 70
572 143 0 72
45 27 0 22
148 255 0 9
586 540 0 48
263 363 0 43
103 347 0 45
374 161 0 69
105 209 0 4
515 545 0 78
431 297 0 6
41 538 0 37
408 107 0 17
242 416 0 67
507 83 0 29
180 404 0 23
92 279 0 30
509 81 0 21
213 294 0 39
253 488 0 21
421 477 0 22
193 199 0 48
318 558 0 99
478 27 0 56
251 489 0 47
465 141 0 98
69 595 0 6
566 101 0 17
192 30 0 39
104 79 0 6
325 55 0 84
329 515 0 83
576 254 0 52
218 210 0 11
332 25 0 6
15 250 0 78
102 207 0 37
5 350 0 23
128 581 0 62
373 340 0 85
439 22 0 91
496 115 0 51
178 339 0 59
269 467 0 83
323 130 0 27
136 386 0 83
514 62 0 39
81 91 0 74
478 119 0 62
522 296 0 20
267 142 0 12
328 68 0 19
590 587 0 80
76 107 0 9
394 156 0 39
240 101 0 66
577 49 0 95
73 138 0 77
382 277 0 66
50 328 0 96
214 116 0 99
112 541 0 86
135 181 0 53
363 231 0 53
430 489 0 23
238 54 0 92
590 41 0 94
311 42 0 62
85 592 0 45
124 279 0 36
336 581 0 8
28 10 0 17
571 322 0 60
257 476 0 84
14 144 0 7
478 498 0 85
237 369 0 69
146 289 0 6
44 578 0 37
246 284 0 84
299 355 0 19
30 113 0 0
553 402 0 85
451 492 0 34
160 592 0 71
530 243 0 7
186 401 0 21
432 440 0 20
342 129 0 38
22 580 0 97
223 107 0 33
342 439 0 7
133 462 0 56
248 497 0 22
323 268 0 35
139 571 0 51
496 22 0 12
547 482 0 87
496 236 0 61
392 532 0 13
121 279 0 70
448 569 0 89
562 11 0 44
74 286 0 44
323 366 0 98
224 28 0 58
110 418 0 7
403 68 0 35
343 180 0 16
19 167 0 96
113 1 0 96
566 72 0 12
185 368 0 9
258 154 0 28
18 257 0 53
55 555 0 22
505 110 0 10
453 419 0 12
7 364 0 95
356 84 0 25
161 40 0 14
470 302 0 27
460 296 0 12
6 195 0 9
387 73 0 51
363 347 0 34
345 168 0 31
291 344 0 0
488 375 0 88
490 299 0 4
535 111 0 76
513 196 0 6
497 113 0 5
232 70 0 65
528 31 0 24
543 305 0 11
60 137 0 18
150 114 0 41
460 210 0 73
176 187 0 52
92 120 0 94
134 81 0 91
499 160 0 71
91 451 0 23
152 1 0 16
42 421 0 52
391 221 0 18
216 8 0 61
234 90 0 55
224 223 0 25
307 558 0 56
470 566 0 76
54 454 0 87
360 304 0 73
591 25 0 36
389 293 0 25
160 32 0 82
532 410 0 95
342 493 0 50
559 170 0 33
28 554 0 72
119 332 0 94
416 206 0 30
165 56 0 88
76 58 0 62
235 380 0 48
328 33 0 43
567 484 0 78
29 106 0 29
361 526 0 54
530 389 0 74
297 300 0 33
107 31 0 38
230 174 0 77
101 422 0 72
389 190 0 4
143 181 0 1
214 467 0 46
235 546 0 25
138 2 0 53
362 115 0 5
302 19 0 77
341 530 0 8
262 190 0 84
159 7 0 93
126 254 0 32
149 336 0 10
86 283 0 46
483 300 0 65
191 337 0 66
154 573 0 59
202 111 0 82
333 510 0 7
568 325 0 100
7 72 0 36
475 565 0 18
378 462 0 52
152 583 0 94
458 283 0 14
501 305 0 100
405 252 0 94
210 180 0 79
564 403 0 9
284 319 0 82
555 558 0 63
2 386 0 82
71 356 0 42
405 431 0 1
112 52 0 75
170 373 0 8
136 339 0 14
536 446 0 88
549 78 0 73
377 256 0 30
18 227 0 37
574 200 0 84
22 63 0 88
410 500 0 12
208 419 0 93
287 579 0 89
562 455 0 14
364 512 0 72
34 372 0 98
68 570 0 83
580 95 0 2
525 319 0 82
484 424 0 13
326 302 0 33
27 311 0 92
500 3 0 99
232 580 0 60
396 534 0 16
404 232 0 65
366 277 0 58
67 360 0 30
463 382 0 83
261 115 0 21
290 325 0 15
553 491 0 32
31 366 0 43
85 79 0 55
209 203 0 22
302 191 0 9
182 4 0 97
277 278 0 8
95 155 0 57
367 302 0 25
287 544 0 21
221 24 0 67
144 284 0 2
76 247 0 66
288 522 0 98
315 473 0 57
173 197 0 45
166 315 0 73
576 522 0 89
553 510 0 44
6 331 0 94
71 46 0 35
59 189 0 16
235 473 0 51
304 526 0 87
159 432 0 98
342 282 0 10
432 13 0 88
473 170 0 1
414 294 0 22
152 361 0 8
475 145 0 49
555 249 0 46
180 215 0 61
23 227 0 9
258 496 0 56
146 559 0 51
12 32 0 72
434 365 0 12
263 298 0 6
529 593 0 11
90 426 0 16
41 595 0 51
108 276 0 98
547 6 0 15
211 590 0 88
361 212 0 84
371 67 0 23
362 33 0 85
516 99 0 69
124 377 0 64
488 543 0 54
101 591 0 88
420 319 0 59
473 442 0 68
334 210 0 94
316 511 0 30
574 91 0 84
405 143 0 6
35 297 0 49
147 222 0 68
330 402 0 67
174 181 0 46
274 76 0 50
329 357 0 53
348 263 0 96
199 150 0 34
156 583 0 72
325 267 0 65
7 176 0 56
244 571 0 90
334 530 0 5
91 459 0 76
486 108 0 98
409 104 0 19
20 104 0 28
207 216 0 56
331 439 0 39
237 107 0 95
484 15 0 38
138 186 0 93
221 54 0 90
244 107 0 83
402 428 0 65
431 165 0 27
127 254 0 29
408 163 0 91
203 162 0 63
310 453 0 80
523 587 0 83
369 32 0 28
157 23 0 43
57 371 0 32
511 249 0 25
299 300 0 71
432 317 0 44
451 409 0 37
525 202 0 8
402 235 0 93
451 371 0 97
220 429 0 20
10 446 0 7
548 426 0 14
452 100 0 63
399 73 0 42
316 348 0 77
378 187 0 9
502 335 0 38
548 375 0 35
84 130 0 11
21 337 0 87
409 225 0 98
389 317 0 54
423 512 0 24
354 260 0 11
575 205 0 90
10 183 0 81
479 320 0 81
181 478 0 84
163 128 0 82
355 442 0 64
151 35 0 61
538 562 0 57
583 545 0 26
28 359 0 43
426 580 0 34
582 181 0 17
292 198 0 48
36 219 0 36
41 141 0 13
50 378 0 91
352 193 0 2
157 190 0 13
532 56 0 60
515 328 0 34
376 505 0 41
591 263 0 64
392 357 0 22
563 529 0 91
445 447 0 1
6 545 0 74
527 142 0 99
112 96 0 65
264 153 0 3
589 144 0 81
315 143 0 22
109 327 0 89
230 347 0 75
576 471 0 39
281 549 0 77
551 66 0 25
125 361 0 14
148 110 0 6
0 361 0 76
92 477 0 18
548 399 0 30
393 64 0 11
115 443 0 38
282 70 0 36
2 316 0 26
201 391 0 92
394 194 0 18
143 149 0 34
89 331 0 54
158 154 0 70
30 241 0 54
333 463 0 93
262 162 0 67
230 578 0 59
595 83 0 89
399 441 0 96
591 302 0 87
130 503 0 56
271 579 0 4
535 298 0 58
497 328 0 88
372 403 0 89
82 591 0 21
176 341 0 44
366 504 0 17
313 385 0 66
359 112 0 100
532 187 0 51
31 436 0 3
312 345 0 57
553 405 0 24
21 68 0 13
97 387 0 38
128 540 0 86
295 357 0 30
270 273 0 69
77 50 0 62
165 121 0 72
534 314 0 28
297 500 0 78
334 154 0 22
408 59 0 82
373 504 0 70
298 525 0 99
286 294 0 41
468 570 0 75
96 300 0 28
523 556 0 93
275 240 0 26
201 319 0 35
281 62 0 87
280 518 0 31
572 583 0 17
24 390 0 39
221 235 0 100
211 235 0 23
590 417 0 39
90 17 0 77
345 298 0 20
417 509 0 30
345 572 0 75
183 586 0 58
83 342 0 31
119 461 0 76
123 328 0 47
305 57 0 9
375 352 0 93
108 337 0 78
579 539 0 20
440 466 0 68
583 68 0 59
312 451 0 87
409 65 0 73
471 7 0 63
595 378 0 49
46 361 0 21
1 404 0 29
359 294 0 85
409 385 0 51
443 230 0 43
199 44 0 65
439 277 0 68
335 412 0 86
109 69 0 25
582 250 0 3
536 461 0 24
311 321 0 97
192 114 0 97
336 534 0 5
190 298 0 33
555 446 0 84
439 75 0 45
356 25 0 82
108 103 0 9
241 116 0 44
415 185 0 24
298 161 0 19
80 291 0 38
386 24 0 41
234 332 0 62
545 180 0 92
545 456 0 3
524 434 0 81
503 272 0 37
394 299 0 52
81 162 0 60
266 187 0 40
79 123 0 50
581 393 0 65
382 131 0 55
458 150 0 24
515 310 0 58
180 153 0 9
114 576 0 44
37 344 0 68
534 40 0 0
136 326 0 91
589 39 0 80
120 181 0 76
250 57 0 99
245 341 0 39
494 459 0 91
538 345 0 7
123 48 0 32
102 361 0 67
226 292 0 62
64 25 0 43
388 255 0 40
474 523 0 35
593 252 0 72
597 410 0 88
197 148 0 47
43 447 0 75
479 312 0 41
324 518 0 35
279 241 0 59
355 386 0 67
202 569 0 9
3 61 0 93
33 221 0 18
407 53 0 18
559 252 0 31
448 302 0 3
190 500 0 70
29 176 0 23
165 175 0 51
407 190 0 79
306 504 0 56
41 394 0 27
112 110 0 31
435 163 0 74
131 511 0 35
231 583 0 59
462 99 0 94
173 314 0 68
296 16 0 67
46 455 0 31
332 211 0 4
423 125 0 66
307 571 0 12
151 311 0 85
472 344 0 62
275 376 0 16
417 335 0 31
568 526 0 48
458 448 0 40
109 487 0 99
457 196 0 88
595 210 0 1
337 237 0 87
463 324 0 64
102 177 0 27
361 219 0 32
219 95 0 81
569 189 0 95
179 521 0 23
63 590 0 51
120 592 0 62
505 509 0 84
560 192 0 82
583 247 0 10
18 303 0 88
426 257 0 30
587 386 0 67
300 507 0 68
489 255 0 89
368 125 0 70
563 455 0 17
536 297 0 86
395 191 0 89
408 454 0 18
591 376 0 0
558 433 0 7
398 374 0 16
394 354 0 44
205 340 0 70
431 214 0 62
202 479 0 40
253 507 0 51
451 186 0 49
302 219 0 73
322 590 0 84
507 92 0 90
122 412 0 13
110 148 0 0
185 501 0 61
420 476 0 17
436 241 0 61
46 531 0 11
544 170 0 81
581 56 0 75
241 404 0 68
130 260 0 87
414 457 0 50
11 432 0 4
519 389 0 91
331 258 0 39
492 108 0 7
125 550 0 2
467 297 0 86
84 97 0 80
542 102 0 87
280 466 0 61
286 299 0 60
39 380 0 14
487 126 0 51
549 461 0 77
495 241 0 79
462 530 0 39
489 352 0 58
436 437 0 71
113 451 0 46
464 589 0 62
546 407 0 6
200 92 0 93
310 367 0 93
358 272 0 58
322 561 0 25
258 14 0 34
329 100 0 0
361 257 0 92
200 19 0 49
380 268 0 98
19 47 0 99
115 313 0 59
20 421 0 63
164 117 0 41
461 174 0 48
282 322 0 75
120 28 0 71
24 147 0 82
518 4 0 94
215 14 0 5
247 346 0 84
4 388 0 52
129 188 0 36
110 454 0 77
471 397 0 6
599 16 0 30
338 33 0 90
594 156 0 58
117 361 0 27
574 415 0 57
113 580 0 14
94 248 0 92
256 485 0 70
152 539 0 50
355 199 0 32
136 448 0 68
594 227 0 51
554 238 0 34
299 515 0 65
271 137 0 37
380 588 0 31
476 355 0 21
587 502 0 79
41 445 0 75
503 439 0 72
469 187 0 59
445 406 0 64
489 70 0 96
576 541 0 38
210 485 0 50
306 400 0 83
254 62 0 56
372 24 0 94
522 50 0 2
339 95 0 75
566 211 0 15
62 22 0 24
498 490 0 95
293 332 0 51
440 538 0 81
367 234 0 86
533 111 0 23
228 135 0 43
167 410 0 87
277 291 0 25
466 504 0 100
357 320 0 82
106 407 0 5
231 30 0 3
450 365 0 2
376 222 0 65
295 537 0 13
438 303 0 94
516 482 0 82
391 327 0 93
152 448 0 54
402 551 0 13
260 338 0 80
504 516 0 78
567 212 0 37
307 552 0 44
241 273 0 6
324 590 0 6
312 365 0 7
278 128 0 55
570 586 0 19
62 425 0 58
416 256 0 32
245 386 0 23
475 159 0 41
410 98 0 1
269 515 0 82
51 575 0 39
393 448 0 76
57 162 0 90
418 198 0 99
545 161 0 65
410 264 0 4
28 401 0 70
226 16 0 73
381 244 0 8
520 506 0 55
149 17 0 12
576 400 0 75
572 23 0 21
260 582 0 49
71 38 0 51
529 548 0 91
512 256 0 73
354 288 0 30
449 353 0 46
277 129 0 26
7 383 0 50
51 247 0 71
172 367 0 3
369 529 0 43
140 128 0 10
211 445 0 10
61 479 0 77
402 295 0 35
192 33 0 50
410 202 0 87
497 437 0 96
292 498 0 43
335 161 0 99
516 96 0 56
378 267 0 37
263 147 0 97
383 195 0 31
3 207 0 71
283 80 0 71
432 265 0 74
491 594 0 41
506 134 0 80
6 252 0 91
400 220 0 6
318 45 0 89
240 361 0 72
229 448 0 94
96 121 0 4
456 359 0 36
98 165 0 71
275 17 0 26
352 403 0 85
469 450 0 96
485 594 0 39
350 352 0 4
231 353 0 17
339 98 0 6
105 257 0 55
592 371 0 73
536 243 0 80
544 9 0 21
190 576 0 22
2 27 0 90
249 384 0 66
475 456 0 82
453 96 0 1
114 349 0 51
370 152 0 49
66 388 0 52
265 387 0 42
71 471 0 69
119 67 0 52
204 213 0 41
22 485 0 21
471 6 0 64
498 452 0 29
428 581 0 25
160 596 0 70
313 278 0 60
102 344 0 78
267 371 0 22
542 451 0 33
130 451 0 18
418 310 0 17
96 2 0 92
540 536 0 95
172 353 0 91
296 533 0 41
536 424 0 68
577 246 0 12
371 575 0 79
478 390 0 11
414 279 0 99
221 428 0 57
105 559 0 1
80 442 0 52
14 590 0 23
529 46 0 42
157 371 0 23
470 545 0 71
281 563 0 87
551 198 0 29
205 417 0 1
333 453 0 69
211 240 0 78
507 518 0 17
469 12 0 1
408 50 0 58
187 122 0 10
598 152 0 57
175 300 0 72
131 144 0 91
486 131 0 37
325 501 0 79
239 144 0 12
116 462 0 43
465 424 0 59
489 240 0 15
348 199 0 12
70 230 0 82
405 469 0 22
194 587 0 99
145 348 0 18
218 517 0 25
533 297 0 83
450 354 0 91
336 545 0 54
44 67 0 6
179 107 0 45
322 573 0 8
388 568 0 72
260 471 0 54
67 339 0 36
388 101 0 58
94 444 0 33
191 203 0 37
322 136 0 62
462 183 0 73
436 347 0 85
401 7 0 25
548 318 0 70
583 559 0 42
112 560 0 88
596 391 0 9
565 450 0 42
194 244 0 68
30 127 0 32
193 389 0 95
414 265 0 46
355 102 0 62
486 163 0 74
281 315 0 0
334 329 0 55
459 288 0 52
319 50 0 91
63 94 0 100
141 517 0 20
399 454 0 6
33 506 0 90
149 200 0 83
533 68 0 36
417 435 0 98
8 82 0 26
503 317 0 85
47 204 0 66
305 84 0 55
578 225 0 43
388 156 0 29
107 447 0 57
249 115 0 34
188 277 0 25
149 393 0 28
274 431 0 38
369 346 0 67
238 568 0 71
471 485 0 54
573 514 0 65
83 161 0 57
486 39 0 26
28 408 0 54
179 70 0 95
9 247 0 6
528 577 0 68
500 556 0 91
530 340 0 68
430 220 0 16
449 10 0 49
558 198 0 24
284 237 0 47
254 182 0 97
137 174 0 5
38 382 0 10
167 133 0 97
491 351 0 15
414 274 0 70
460 78 0 30
255 484 0 79
147 347 0 92
384 24 0 40
51 131 0 16
561 478 0 88
590 403 0 50
186 142 0 49
188 166 0 1
432 587 0 73
202 445 0 35
311 228 0 68
199 361 0 77
93 349 0 2
374 34 0 96
63 404 0 94
248 397 0 53
343 118 0 53
339 31 0 54
461 150 0 63
115 198 0 90
462 471 0 31
8 435 0 48
154 157 0 77
1 594 0 21
152 349 0 2
284 115 0 9
236 522 0 59
317 222 0 66
83 567 0 52
231 22 0 9
251 466 0 75
175 389 0 41
77 193 0 18
128 514 0 69
111 469 0 35
456 324 0 97
234 413 0 25
531 342 0 75
399 108 0 68
266 223 0 80
115 371 0 49
377 207 0 60
501 597 0 12
579 412 0 82
577 210 0 89
488 125 0 29
270 64 0 71
232 221 0 41
212 120 0 19
373 367 0 1
214 451 0 30
50 419 0 26
334 383 0 64
136 313 0 49
308 55 0 0
448 107 0 18
159 21 0 95
478 95 0 20
264 453 0 11
539 595 0 86
84 425 0 36
536 170 0 80
98 445 0 24
498 491 0 20
243 361 0 88
114 103 0 41
359 4 0 99
526 447 0 9
316 63 0 47
176 282 0 14
133 169 0 12
38 109 0 48
213 49 0 43
158 94 0 8
358 521 0 75
357 583 0 44
57 119 0 21
348 547 0 65
531 88 0 92
475 362 0 47
75 332 0 58
540 311 0 84
520 73 0 5
227 247 0 70
254 108 0 61
227 91 0 79
118 427 0 16
595 380 0 84
549 419 0 4
430 450 0 85
549 556 0 59
288 99 0 72
66 189 0 6
56 288 0 43
161 17 0 94
358 539 0 86
319 160 0 86
577 543 0 99
587 567 0 33
543 382 0 60
18 222 0 70
193 474 0 22
328 403 0 59
478 401 0 45
553 312 0 36
346 339 0 18
30 87 0 16
0 318 0 84
415 97 0 56
308 429 0 22
30 55 0 57
1 578 0 21
290 248 0 50
233 51 0 42
169 85 0 94
292 275 0 87
94 90 0 52
160 543 0 42
335 329 0 98
222 122 0 51
65 104 0 8
80 436 0 76
353 375 0 63
583 479 0 40
79 184 0 6
338 199 0 13
131 440 0 90
206 526 0 54
553 180 0 14
557 187 0 23
57 492 0 77
528 177 0 79
139 217 0 13
280 183 0 99
557 412 0 39
54 225 0 92
361 226 0 67
202 11 0 75
35 519 0 21
454 238 0 1
126 93 0 52
314 397 0 75
541 438 0 87
231 169 0 18
255 240 0 34
517 18 0 64
341 115 0 51
271 575 0 46
142 124 0 20
196 308 0 53
209 505 0 62
598 296 0 10
253 194 0 5
186 420 0 45
368 46 0 24
367 151 0 48
481 438 0 100
408 70 0 50
386 469 0 84
21 293 0 79
470 195 0 86
518 137 0 72
419 78 0 7
593 519 0 39
98 0 0 100
142 132 0 38
505 314 0 48
233 541 0 52
116 432 0 11
106 267 0 94
448 275 0 53
87 4 0 28
118 105 0 90
25 349 0 41
315 338 0 18
368 505 0 0
334 129 0 53
271 104 0 85
569 111 0 38
284 264 0 28
195 154 0 86
57 3 0 64
95 207 0 12
84 34 0 33
174 400 0 82
397 272 0 23
283 398 0 53
198 18 0 99
408 484 0 31
305 577 0 59
250 192 0 53
166 40 0 36
431 415 0 100
108 574 0 3
145 278 0 90
104 575 0 23
200 157 0 36
539 74 0 91
524 86 0 15
42 596 0 92
352 164 0 47
411 466 0 89
343 594 0 88
2 150 0 68
240 145 0 70
17 264 0 31
578 147 0 36
359 554 0 1
447 404 0 46
152 123 0 77
207 193 0 23
1 478 0 34
63 189 0 83
481 497 0 11
173 6 0 2
259 59 0 86
268 200 0 10
411 254 0 84
279 204 0 0
178 589 0 80
257 528 0 63
321 355 0 35
520 177 0 47
42 161 0 43
587 341 0 3
308 156 0 42
555 30 0 86
533 95 0 43
476 132 0 97
198 530 0 23
519 119 0 28
20 10 0 52
582 322 0 68
540 404 0 98
540 115 0 67
16 590 0 15
490 79 0 73
475 540 0 34
210 598 0 79
47 528 0 98
562 466 0 50
516 43 0 43
455 256 0 13
244 50 0 33
291 226 0 31
588 483 0 86
471 172 0 62
84 24 0 56
388 81 0 84
300 411 0 69
448 389 0 52
336 272 0 46
521 470 0 77
152 336 0 96
477 537 0 75
102 183 0 6
242 152 0 19
446 326 0 91
411 35 0 44
222 405 0 23
12 238 0 73
409 117 0 19
153 173 0 96
168 320 0 59
359 168 0 33
317 435 0 75
432 176 0 3
474 579 0 60
151 529 0 98
195 356 0 9
404 124 0 21
518 296 0 43
533 76 0 49
112 393 0 71
264 298 0 3
58 468 0 21
207 307 0 96
413 384 0 48
196 563 0 55
82 131 0 75
383 502 0 35
394 52 0 87
576 88 0 96
238 453 0 13
201 284 0 63
133 80 0 11
317 180 0 50
364 578 0 85
529 305 0 26
210 68 0 39
238 180 0 95
44 242 0 19
249 216 0 17
291 391 0 14
220 475 0 11
163 459 0 2
369 358 0 38
66 414 0 47
491 338 0 54
274 407 0 94
526 78 0 3
330 225 0 99
95 200 0 19
483 437 0 88
315 514 0 88
227 89 0 35
197 208 0 38
457 443 0 4
459 503 0 41
527 472 0 13
29 114 0 33
53 588 0 76
456 487 0 49
550 504 0 95
283 144 0 58
212 249 0 88
72 521 0 90
257 142 0 40
171 328 0 67
337 20 0 42
469 573 0 100
352 246 0 75
262 423 0 7
404 61 0 89
452 533 0 92
12 427 0 100
430 45 0 24
210 291 0 93
401 131 0 48
140 526 0 74
90 536 0 13
125 587 0 95
199 544 0 68
424 251 0 62
327 200 0 84
224 57 0 35
45 220 0 71
344 551 0 38
96 92 0 93
390 38 0 81
393 475 0 78
309 217 0 13
470 92 0 90
209 433 0 72
559 535 0 94
197 527 0 44
39 569 0 44
329 583 0 68
556 544 0 62
307 197 0 54
0 472 0 94
89 453 0 99
284 564 0 7
455 189 0 45
47 504 0 38
80 526 0 43
90 425 0 63
584 526 0 12
314 382 0 88
502 259 0 53
